feature_n,variable,value
10.0,svm,0.8829631422865097
10.0,svm,0.8458865597715529
10.0,svm,0.8682757676689328
10.0,svm,0.8511276563584005
10.0,svm,0.8458865597715529
10.0,svm,0.8337998102466793
10.0,svm,0.877108332953111
10.0,svm,0.8491382036685641
10.0,svm,0.860530638317288
10.0,svm,0.8721081785597915
10.0,svm,0.8458865597715529
10.0,svm,0.842079662652657
10.0,svm,0.8331962972382583
10.0,svm,0.8534446087040758
10.0,svm,0.8753313562912304
10.0,svm,0.8658193629082692
10.0,svm,0.854811692872967
10.0,svm,0.854811692872967
10.0,svm,0.8658193629082692
10.0,svm,0.8204055537796555
10.0,svm,0.8461436950146629
10.0,svm,0.8107181515316157
10.0,svm,0.8532879488528848
