feature_n,variable,value
10.0,svm,0.8629032258064516
10.0,svm,0.8790322580645161
10.0,svm,0.9112903225806451
10.0,svm,0.8709677419354839
10.0,svm,0.9032258064516129
10.0,svm,0.8709677419354839
10.0,svm,0.8870967741935484
10.0,svm,0.8709677419354839
10.0,svm,0.8709677419354839
10.0,svm,0.8548387096774194
10.0,svm,0.8951612903225806
10.0,svm,0.8709677419354839
10.0,svm,0.8790322580645161
10.0,svm,0.8870967741935484
10.0,svm,0.8709677419354839
10.0,svm,0.8629032258064516
10.0,svm,0.8467741935483871
10.0,svm,0.8790322580645161
10.0,svm,0.8951612903225806
10.0,svm,0.8870967741935484
10.0,svm,0.8709677419354839
10.0,svm,0.8709677419354839
10.0,svm,0.8870967741935484
10.0,svm,0.8548387096774194
10.0,svm,0.8629032258064516
10.0,svm,0.8387096774193549
10.0,svm,0.8709677419354839
